1601021688172,-0.29,49.1,26.3
1601021688272,-0.27,49.1,26.3
1601021688373,-0.28,49.1,26.3
1601021688472,-0.28,49.1,26.3
1601021688573,-0.28,49.1,26.3
1601021688672,-0.28,49.1,26.3
1601021688773,-0.28,49.1,26.3
1601021688873,-0.28,49.1,26.3
1601021688973,-0.28,49.1,26.3
1601021689073,-0.28,49.1,26.3
1601021689174,-0.28,49.1,26.3
1601021689274,-0.28,49.1,26.3
1601021689375,-0.28,49.1,26.3
1601021689475,-0.28,49.1,26.3
1601021689576,-0.28,49.1,26.3
1601021689675,-0.28,49.1,26.3
1601021689775,-0.28,49.1,26.3
1601021689875,-0.28,49.1,26.3
1601021689977,-0.28,49.1,26.3
1601021690076,-0.28,49.1,26.3
1601021690176,-0.28,49.1,26.3
1601021690276,-0.28,49.1,26.3
1601021690376,-0.28,49.1,26.3
1601021690476,-0.28,49.1,26.3
1601021690576,-0.28,49.1,26.3
1601021690677,-0.28,49.1,26.3
1601021690778,-0.28,49.1,26.3
1601021690877,-0.28,49.1,26.3
1601021690977,-0.28,49.1,26.3
1601021691078,-0.28,49.1,26.3
1601021691178,-0.28,49.1,26.3
1601021691278,-0.28,49.1,26.3
1601021691378,-0.28,49.1,26.3
1601021691478,-0.28,49.1,26.3
1601021691578,-0.28,49.1,26.3
1601021691678,-0.28,49.1,26.3
1601021691778,-0.28,49.1,26.3
1601021691878,-0.28,49.1,26.3
1601021691979,-0.28,49.1,26.3
1601021692078,-0.28,49.1,26.3
1601021692178,-0.28,49.1,26.3
1601021692278,-0.28,49.1,26.3
1601021692378,-0.28,49.1,26.3
1601021692479,-0.28,49.1,26.3
1601021692578,-0.28,49.1,26.3
1601021692679,-0.28,49.1,26.3
1601021692779,-0.28,49.1,26.3
1601021692880,-0.28,49.1,26.3
1601021692982,-0.28,49.1,26.3
1601021693082,-0.28,49.1,26.3
1601021693182,-0.28,49.1,26.3
1601021693283,-0.28,49.1,26.3
1601021693383,-0.28,49.1,26.3
1601021693484,-0.28,49.1,26.3
1601021693583,-0.28,49.1,26.3
1601021693683,-0.28,49.1,26.3
1601021693784,-0.28,49.1,26.3
1601021693883,-0.28,49.1,26.3
1601021693982,-0.28,49.1,26.3
1601021694081,-0.28,49.1,26.3
1601021694182,-0.28,49.1,26.3
1601021694283,-0.28,49.1,26.3
1601021694382,-0.28,49.1,26.3
1601021694482,-0.28,49.1,26.3
1601021694583,-0.28,49.1,26.3
1601021694683,-0.28,49.1,26.3
1601021694783,-0.28,49.1,26.3
1601021694882,-0.28,49.1,26.3
1601021694983,-0.28,49.1,26.3
1601021695082,-0.28,49.1,26.3
1601021695182,-0.28,49.1,26.3
1601021695281,-0.28,49.1,26.3
1601021695381,-0.28,49.1,26.3
1601021695480,-0.28,49.1,26.3
1601021695580,-0.28,49.1,26.3
1601021695680,-0.28,49.1,26.3
1601021695780,-0.28,49.1,26.3
1601021695880,-0.28,49.1,26.3
1601021695980,-0.28,49.1,26.3
1601021696080,-0.28,49.1,26.3
1601021696179,-0.28,49.1,26.3
1601021696280,-0.28,49.1,26.3
1601021696380,-0.28,49.1,26.3
1601021696479,-0.28,49.1,26.3
1601021696579,-0.28,49.1,26.3
1601021696680,-0.28,49.1,26.3
1601021696780,-0.28,49.1,26.3
1601021696880,-0.28,49.1,26.3
1601021696981,-0.28,49.1,26.3
1601021697081,-0.28,49.1,26.3
1601021697181,-0.28,49.1,26.3
1601021697280,-0.28,49.1,26.3
1601021697381,-0.28,49.1,26.3
1601021697481,-0.28,49.1,26.3
1601021697583,-0.28,49.1,26.3
1601021697683,-0.28,49.1,26.3
1601021697784,-0.28,49.1,26.3
1601021697884,-0.28,49.1,26.3
1601021697984,-0.28,49.1,26.3
1601021698083,-0.28,49.1,26.3
